lg_code,rep_lon,rep_lat,rep_srid,rep_scale,plygn_fname,plygn_kcode,plygn_fmt,plygn_srid,plygn_scale
382019,132.765556,33.839157,EPSG:6668,,,,,,
382027,132.997658,34.066043,EPSG:6668,,,,,,
382035,132.560563,33.22334,EPSG:6668,,,,,,
382043,132.423334,33.462898,EPSG:6668,,,,,,
382051,133.283379,33.960329,EPSG:6668,,,,,,
382060,133.181186,33.919615,EPSG:6668,,,,,,
382078,132.544514,33.506285,EPSG:6668,,,,,,
382108,132.703778,33.757461,EPSG:6668,,,,,,
382132,133.549188,33.980694,EPSG:6668,,,,,,
382141,132.510967,33.363017,EPSG:6668,,,,,,
382159,132.872299,33.791027,EPSG:6668,,,,,,
383562,133.204492,34.257467,EPSG:6668,,,,,,
383864,132.901665,33.655603,EPSG:6668,,,,,,
384011,132.711364,33.787479,EPSG:6668,,,,,,
384020,132.792233,33.74926,EPSG:6668,,,,,,
384224,132.658083,33.532937,EPSG:6668,,,,,,
384429,132.353998,33.488593,EPSG:6668,,,,,,
384844,132.710935,33.22715,EPSG:6668,,,,,,
384887,132.684032,33.255792,EPSG:6668,,,,,,
385069,132.583326,32.962168,EPSG:6668,,,,,,
