lg_code,rep_lon,rep_lat,rep_srid,rep_scale,plygn_fname,plygn_kcode,plygn_fmt,plygn_srid,plygn_scale
151009,139.036402,37.916128,EPSG:6668,,,,,,
151017,139.221631,37.913559,EPSG:6668,,,,,,
151025,139.092606,37.924894,EPSG:6668,,,,,,
151033,139.043232,37.922488,EPSG:6668,,,,,,
151041,139.094013,37.86766,EPSG:6668,,,,,,
151050,139.114618,37.788362,EPSG:6668,,,,,,
151068,139.019184,37.765817,EPSG:6668,,,,,,
151076,138.971648,37.874081,EPSG:6668,,,,,,
151084,138.889253,37.760333,EPSG:6668,,,,,,
152021,138.851224,37.446587,EPSG:6668,,,,,,
152048,138.9617,37.636768,EPSG:6668,,,,,,
152056,138.557988,37.364952,EPSG:6668,,,,,,
152064,139.327138,37.947958,EPSG:6668,,,,,,
152081,138.795097,37.31435,EPSG:6668,,,,,,
152099,139.04022,37.666335,EPSG:6668,,,,,,
152102,138.75571,37.127588,EPSG:6668,,,,,,
152111,138.912724,37.531496,EPSG:6668,,,,,,
152129,139.48004,38.22399,EPSG:6668,,,,,,
152137,138.882249,37.673149,EPSG:6668,,,,,,
152161,137.862658,37.039025,EPSG:6668,,,,,,
152170,138.253485,37.025265,EPSG:6668,,,,,,
152188,139.182568,37.744483,EPSG:6668,,,,,,
152226,138.236039,37.147873,EPSG:6668,,,,,,
152234,139.226002,37.834509,EPSG:6668,,,,,,
152242,138.368138,38.018302,EPSG:6668,,,,,,
152251,138.963763,37.236415,EPSG:6668,,,,,,
152269,138.876081,37.065522,EPSG:6668,,,,,,
152277,139.41035,38.059708,EPSG:6668,,,,,,
153079,139.274374,37.974526,EPSG:6668,,,,,,
153427,138.855252,37.691007,EPSG:6668,,,,,,
153613,139.057993,37.698857,EPSG:6668,,,,,,
153851,139.458781,37.675487,EPSG:6668,,,,,,
154059,138.709361,37.530715,EPSG:6668,,,,,,
154610,138.817424,36.934007,EPSG:6668,,,,,,
154822,138.652547,37.014313,EPSG:6668,,,,,,
155047,138.622442,37.422361,EPSG:6668,,,,,,
155811,139.564957,38.089412,EPSG:6668,,,,,,
155861,139.25436,38.468213,EPSG:6668,,,,,,
