lg_code,rep_lon,rep_lat,rep_srid,rep_scale,plygn_fname,plygn_kcode,plygn_fmt,plygn_srid,plygn_scale
442011,131.609377,33.239526,EPSG:6668,,,,,,
442020,131.491328,33.284642,EPSG:6668,,,,,,
442038,131.18824,33.598302,EPSG:6668,,,,,,
442046,130.94131,33.321041,EPSG:6668,,,,,,
442054,131.899499,32.960204,EPSG:6668,,,,,,
442062,131.804638,33.125948,EPSG:6668,,,,,,
442071,131.861219,33.072339,EPSG:6668,,,,,,
442089,131.397838,32.973673,EPSG:6668,,,,,,
442097,131.44699,33.556238,EPSG:6668,,,,,,
442101,131.616089,33.417029,EPSG:6668,,,,,,
442119,131.349545,33.531972,EPSG:6668,,,,,,
442127,131.584105,32.977555,EPSG:6668,,,,,,
442135,131.426792,33.179996,EPSG:6668,,,,,,
442143,131.732238,33.56331,EPSG:6668,,,,,,
443221,131.645143,33.724536,EPSG:6668,,,,,,
443417,131.532536,33.369442,EPSG:6668,,,,,,
444618,131.188797,33.228521,EPSG:6668,,,,,,
444626,131.151553,33.283135,EPSG:6668,,,,,,
