lg_code,rep_lon,rep_lat,rep_srid,rep_scale,plygn_fname,plygn_kcode,plygn_fmt,plygn_srid,plygn_scale
352012,130.941459,33.957828,EPSG:6668,,,,,,
352021,131.246761,33.951623,EPSG:6668,,,,,,
352039,131.473511,34.178178,EPSG:6668,,,,,,
352047,131.399104,34.408107,EPSG:6668,,,,,,
352063,131.562627,34.051756,EPSG:6668,,,,,,
352071,131.870317,34.015038,EPSG:6668,,,,,,
352080,132.218942,34.1665,EPSG:6668,,,,,,
352101,131.942296,33.961916,EPSG:6668,,,,,,
352110,131.182198,34.370959,EPSG:6668,,,,,,
352128,132.101597,33.963839,EPSG:6668,,,,,,
352136,131.205703,34.16667,EPSG:6668,,,,,,
352152,131.806293,34.055135,EPSG:6668,,,,,,
352161,131.181786,34.003089,EPSG:6668,,,,,,
353051,132.19532,33.927628,EPSG:6668,,,,,,
353213,132.220405,34.202408,EPSG:6668,,,,,,
353418,132.110193,33.830801,EPSG:6668,,,,,,
353434,132.041366,33.954677,EPSG:6668,,,,,,
353442,132.073057,33.937969,EPSG:6668,,,,,,
355020,131.47136,34.503352,EPSG:6668,,,,,,
