lg_code,rep_lon,rep_lat,rep_srid,rep_scale,plygn_fname,plygn_kcode,plygn_fmt,plygn_srid,plygn_scale
032018,141.154183,39.701795,EPSG:6668,,,,,,
032026,141.946133,39.639517,EPSG:6668,,,,,,
032034,141.708547,39.081901,EPSG:6668,,,,,,
032051,141.116854,39.388609,EPSG:6668,,,,,,
032069,141.113157,39.286817,EPSG:6668,,,,,,
032077,141.775644,40.190466,EPSG:6668,,,,,,
032085,141.531463,39.33065,EPSG:6668,,,,,,
032093,141.126759,38.934754,EPSG:6668,,,,,,
032107,141.633237,39.020372,EPSG:6668,,,,,,
032115,141.885716,39.27581,EPSG:6668,,,,,,
032131,141.304805,40.271193,EPSG:6668,,,,,,
032140,141.07112,39.956511,EPSG:6668,,,,,,
032158,141.139116,39.144506,EPSG:6668,,,,,,
032166,141.077065,39.734739,EPSG:6668,,,,,,
033014,140.975779,39.696319,EPSG:6668,,,,,,
033022,141.436719,40.03984,EPSG:6668,,,,,,
033031,141.212166,39.972768,EPSG:6668,,,,,,
033219,141.155782,39.554531,EPSG:6668,,,,,,
033227,141.143001,39.606006,EPSG:6668,,,,,,
033669,140.778754,39.317906,EPSG:6668,,,,,,
033812,141.116408,39.195687,EPSG:6668,,,,,,
034029,141.11398,38.986781,EPSG:6668,,,,,,
034410,141.575065,39.142223,EPSG:6668,,,,,,
034614,141.899731,39.358196,EPSG:6668,,,,,,
034827,141.948923,39.467619,EPSG:6668,,,,,,
034835,141.796675,39.843204,EPSG:6668,,,,,,
034843,141.888864,39.930454,EPSG:6668,,,,,,
034851,141.886014,40.005164,EPSG:6668,,,,,,
035017,141.460349,40.326678,EPSG:6668,,,,,,
035033,141.817674,40.110272,EPSG:6668,,,,,,
035068,141.418982,40.211356,EPSG:6668,,,,,,
035076,141.71865,40.408298,EPSG:6668,,,,,,
035246,141.29546,40.212733,EPSG:6668,,,,,,
