lg_code,rep_lon,rep_lat,rep_srid,rep_scale,plygn_fname,plygn_kcode,plygn_fmt,plygn_srid,plygn_scale
052019,140.102512,39.719929,EPSG:6668,,,,,,
052027,140.026641,40.212131,EPSG:6668,,,,,,
052035,140.566636,39.313777,EPSG:6668,,,,,,
052043,140.5643629,40.27137212,EPSG:6668,,,,,,
052060,139.8475,39.886721,EPSG:6668,,,,,,
052078,140.494683,39.164074,EPSG:6668,,,,,,
052094,140.788519,40.215789,EPSG:6668,,,,,,
052108,140.048819,39.385814,EPSG:6668,,,,,,
052116,140.013054,39.857248,EPSG:6668,,,,,,
052124,140.475448,39.45309,EPSG:6668,,,,,,
052132,140.370728,40.226046,EPSG:6668,,,,,,
052141,139.907649,39.203067,EPSG:6668,,,,,,
052159,140.730728,39.700044,EPSG:6668,,,,,,
053031,140.736191,40.332926,EPSG:6668,,,,,,
053279,140.295736,40.063263,EPSG:6668,,,,,,
053465,140.261879,40.278399,EPSG:6668,,,,,,
053481,140.004981,40.101615,EPSG:6668,,,,,,
053490,140.038618,40.318715,EPSG:6668,,,,,,
053619,140.111309,39.943895,EPSG:6668,,,,,,
053635,140.073335,39.949355,EPSG:6668,,,,,,
053660,140.081265,39.914188,EPSG:6668,,,,,,
053686,139.960064,40.017788,EPSG:6668,,,,,,
054348,140.582127,39.461633,EPSG:6668,,,,,,
054631,140.412881,39.199323,EPSG:6668,,,,,,
054640,140.648892,39.179185,EPSG:6668,,,,,,
