lg_code,rep_lon,rep_lat,rep_srid,rep_scale,plygn_fname,plygn_kcode,plygn_fmt,plygn_srid,plygn_scale
452017,131.420244,31.907676,EPSG:6668,,,,,,
452025,131.061497,31.719519,EPSG:6668,,,,,,
452033,131.664859,32.582401,EPSG:6668,,,,,,
452041,131.378731,31.601932,EPSG:6668,,,,,,
452050,130.972674,31.996657,EPSG:6668,,,,,,
452068,131.623962,32.422947,EPSG:6668,,,,,,
452076,131.228306,31.464539,EPSG:6668,,,,,,
452084,131.401266,32.108562,EPSG:6668,,,,,,
452092,130.810841,32.045347,EPSG:6668,,,,,,
453412,131.12492,31.730686,EPSG:6668,,,,,,
453617,131.00787,31.928413,EPSG:6668,,,,,,
453820,131.323535,31.990646,EPSG:6668,,,,,,
453838,131.253182,31.999135,EPSG:6668,,,,,,
454010,131.503341,32.12799,EPSG:6668,,,,,,
454028,131.487984,32.068937,EPSG:6668,,,,,,
454036,131.154452,32.226354,EPSG:6668,,,,,,
454044,131.473354,32.163784,EPSG:6668,,,,,,
454052,131.525816,32.192009,EPSG:6668,,,,,,
454061,131.55969,32.256434,EPSG:6668,,,,,,
454214,131.646461,32.470894,EPSG:6668,,,,,,
454290,131.330319,32.512184,EPSG:6668,,,,,,
454303,131.157554,32.466712,EPSG:6668,,,,,,
454311,131.423106,32.440256,EPSG:6668,,,,,,
454419,131.307871,32.711651,EPSG:6668,,,,,,
454427,131.380922,32.659411,EPSG:6668,,,,,,
454435,131.196247,32.682915,EPSG:6668,,,,,,
