lg_code,rep_lon,rep_lat,rep_srid,rep_scale,plygn_fname,plygn_kcode,plygn_fmt,plygn_srid,plygn_scale
431001,130.707897,32.803078,EPSG:6668,,,,,,
431010,130.708223,32.803218,EPSG:6668,,,,,,
431028,130.768061,32.78053,EPSG:6668,,,,,,
431036,130.647562,32.776371,EPSG:6668,,,,,,
431044,130.678922,32.71536,EPSG:6668,,,,,,
431052,130.694263,32.903561,EPSG:6668,,,,,,
432024,130.601888,32.507412,EPSG:6668,,,,,,
432032,130.76028,32.20572,EPSG:6668,,,,,,
432041,130.433036,32.986838,EPSG:6668,,,,,,
432059,130.408725,32.211883,EPSG:6668,,,,,,
432067,130.562773,32.935244,EPSG:6668,,,,,,
432083,130.691297,33.016728,EPSG:6668,,,,,,
432105,130.813241,32.979485,EPSG:6668,,,,,,
432113,130.658562,32.687292,EPSG:6668,,,,,,
432121,130.430405,32.587422,EPSG:6668,,,,,,
432130,130.684287,32.647814,EPSG:6668,,,,,,
432148,131.121031,32.951869,EPSG:6668,,,,,,
432156,130.19301,32.458621,EPSG:6668,,,,,,
432164,130.789726,32.885996,EPSG:6668,,,,,,
433489,130.789007,32.639609,EPSG:6668,,,,,,
433641,130.628593,32.918905,EPSG:6668,,,,,,
433675,130.543547,33.0595,EPSG:6668,,,,,,
433683,130.4527,32.929756,EPSG:6668,,,,,,
433691,130.605813,32.978158,EPSG:6668,,,,,,
434035,130.868284,32.87899,EPSG:6668,,,,,,
434043,130.828654,32.862515,EPSG:6668,,,,,,
434230,131.070724,33.098192,EPSG:6668,,,,,,
434248,131.068157,33.121568,EPSG:6668,,,,,,
434256,131.216799,32.995747,EPSG:6668,,,,,,
434281,131.122023,32.827271,EPSG:6668,,,,,,
434329,130.903036,32.834719,EPSG:6668,,,,,,
434337,131.017708,32.845116,EPSG:6668,,,,,,
434418,130.801821,32.714585,EPSG:6668,,,,,,
434426,130.7573034,32.74007245,EPSG:6668,,,,,,
434434,130.816418,32.791397,EPSG:6668,,,,,,
434442,130.811466,32.651356,EPSG:6668,,,,,,
434477,130.990425,32.685448,EPSG:6668,,,,,,
434680,130.673753,32.582402,EPSG:6668,,,,,,
434825,130.493119,32.299102,EPSG:6668,,,,,,
434841,130.439621,32.233892,EPSG:6668,,,,,,
435015,130.840902,32.200987,EPSG:6668,,,,,,
435058,130.935795,32.264039,EPSG:6668,,,,,,
435066,130.980987,32.276144,EPSG:6668,,,,,,
435074,131.009541,32.314379,EPSG:6668,,,,,,
435104,130.797985,32.23526,EPSG:6668,,,,,,
435112,130.827833,32.397343,EPSG:6668,,,,,,
435121,130.767136,32.246465,EPSG:6668,,,,,,
435139,130.651274,32.252621,EPSG:6668,,,,,,
435147,130.897827,32.240321,EPSG:6668,,,,,,
435317,130.05472,32.513413,EPSG:6668,,,,,,
