lg_code,rep_lon,rep_lat,rep_srid,rep_scale,plygn_fname,plygn_kcode,plygn_fmt,plygn_srid,plygn_scale
231002,136.906421,35.181433,EPSG:6668,,,,,,
231011,136.97762,35.162635,EPSG:6668,,,,,,
231029,136.926043,35.179314,EPSG:6668,,,,,,
231037,136.911558,35.194169,EPSG:6668,,,,,,
231045,136.890058,35.189109,EPSG:6668,,,,,,
231053,136.868423,35.17683,EPSG:6668,,,,,,
231061,136.910156,35.168607,EPSG:6668,,,,,,
231070,136.934166,35.150216,EPSG:6668,,,,,,
231088,136.934953,35.131439,EPSG:6668,,,,,,
231096,136.910317,35.128372,EPSG:6668,,,,,,
231100,136.854816,35.141539,EPSG:6668,,,,,,
231118,136.885553,35.107792,EPSG:6668,,,,,,
231126,136.931212,35.095127,EPSG:6668,,,,,,
231134,136.97633,35.203343,EPSG:6668,,,,,,
231142,136.952602,35.070721,EPSG:6668,,,,,,
231151,137.010239,35.175862,EPSG:6668,,,,,,
231169,136.975049,35.12274,EPSG:6668,,,,,,
232017,137.391469,34.769199,EPSG:6668,,,,,,
232025,137.172999,34.954809,EPSG:6668,,,,,,
232033,136.802344,35.304013,EPSG:6668,,,,,,
232041,137.084117,35.22362,EPSG:6668,,,,,,
232050,136.93785,34.892626,EPSG:6668,,,,,,
232068,136.972232,35.247664,EPSG:6668,,,,,,
232076,137.375578,34.826784,EPSG:6668,,,,,,
232084,136.741236,35.17704,EPSG:6668,,,,,,
232092,136.993362,34.884782,EPSG:6668,,,,,,
232106,137.00206,34.988864,EPSG:6668,,,,,,
232114,137.156224,35.082345,EPSG:6668,,,,,,
232122,137.080297,34.958644,EPSG:6668,,,,,,
232131,137.061741,34.862009,EPSG:6668,,,,,,
232149,137.219653,34.826439,EPSG:6668,,,,,,
232157,136.944625,35.378641,EPSG:6668,,,,,,
232165,136.854495,34.896051,EPSG:6668,,,,,,
232173,136.870453,35.331953,EPSG:6668,,,,,,
232190,136.911971,35.291141,EPSG:6668,,,,,,
232203,136.780216,35.248135,EPSG:6668,,,,,,
232211,137.49785,34.899025,EPSG:6668,,,,,,
232220,136.902229,35.022976,EPSG:6668,,,,,,
232238,136.963868,35.011611,EPSG:6668,,,,,,
232246,136.864755,34.996533,EPSG:6668,,,,,,
232254,137.050843,35.001285,EPSG:6668,,,,,,
232262,137.035412,35.216568,EPSG:6668,,,,,,
232271,136.98766,34.92763,EPSG:6668,,,,,,
232289,136.871428,35.279433,EPSG:6668,,,,,,
232297,137.013124,35.053756,EPSG:6668,,,,,,
232301,137.039414,35.132018,EPSG:6668,,,,,,
232319,137.26383,34.668972,EPSG:6668,,,,,,
232327,136.728217,35.152802,EPSG:6668,,,,,,
232335,136.852934,35.199848,EPSG:6668,,,,,,
232343,136.865961,35.245657,EPSG:6668,,,,,,
232351,136.72472,35.110118,EPSG:6668,,,,,,
232360,137.074728,35.089699,EPSG:6668,,,,,,
232378,136.803703,35.188266,EPSG:6668,,,,,,
232386,137.048631,35.18412,EPSG:6668,,,,,,
233021,137.052623,35.09679,EPSG:6668,,,,,,
233421,136.911977,35.250462,EPSG:6668,,,,,,
233617,136.907694,35.332444,EPSG:6668,,,,,,
233625,136.913079,35.35914,EPSG:6668,,,,,,
234249,136.8201,35.175089,EPSG:6668,,,,,,
234257,136.786679,35.132339,EPSG:6668,,,,,,
234273,136.791157,35.078804,EPSG:6668,,,,,,
234419,136.915512,34.932569,EPSG:6668,,,,,,
234427,136.965569,34.977139,EPSG:6668,,,,,,
234451,136.929934,34.715169,EPSG:6668,,,,,,
234460,136.908251,34.778843,EPSG:6668,,,,,,
234478,136.914937,34.85097,EPSG:6668,,,,,,
235016,137.165667,34.864425,EPSG:6668,,,,,,
235610,137.571225,35.097298,EPSG:6668,,,,,,
235628,137.697833,35.07693,EPSG:6668,,,,,,
235636,137.719871,35.146394,EPSG:6668,,,,,,
