lg_code,rep_lon,rep_lat,rep_srid,rep_scale,plygn_fname,plygn_kcode,plygn_fmt,plygn_srid,plygn_scale
011002,141.354374,43.061972,EPSG:6668,,,,,,
011011,141.35389,43.061414,EPSG:6668,,,,,,
011029,141.340882,43.090693,EPSG:6668,,,,,,
011037,141.363662,43.076242,EPSG:6668,,,,,,
011045,141.396521,43.045637,EPSG:6668,,,,,,
011053,141.379974,43.03137,EPSG:6668,,,,,,
011061,141.353496,42.989995,EPSG:6668,,,,,,
011070,141.300898,43.074347,EPSG:6668,,,,,,
011088,141.474733,43.036213,EPSG:6668,,,,,,
011096,141.245782,43.121972,EPSG:6668,,,,,,
011100,141.443842,42.999432,EPSG:6668,,,,,,
012025,140.729108,41.768712,EPSG:6668,,,,,,
012033,140.9946054,43.19075267,EPSG:6668,,,,,,
012041,142.365314,43.771404,EPSG:6668,,,,,,
012050,140.973784,42.315204,EPSG:6668,,,,,,
012068,144.38167,42.984856,EPSG:6668,,,,,,
012076,143.196195,42.924014,EPSG:6668,,,,,,
012084,143.894806,43.803066,EPSG:6668,,,,,,
012092,141.974069,43.056814,EPSG:6668,,,,,,
012106,141.775857,43.196169,EPSG:6668,,,,,,
012114,144.273422,44.020631,EPSG:6668,,,,,,
012122,141.637009,43.940987,EPSG:6668,,,,,,
012131,141.605503,42.634094,EPSG:6668,,,,,,
012149,141.673082,45.415675,EPSG:6668,,,,,,
012157,141.853986,43.332951,EPSG:6668,,,,,,
012165,142.189552,43.51821,EPSG:6668,,,,,,
012173,141.536103,43.103666,EPSG:6668,,,,,,
012181,142.044223,43.558039,EPSG:6668,,,,,,
012190,143.354279,44.356332,EPSG:6668,,,,,,
012203,142.400182,44.178626,EPSG:6668,,,,,,
012211,142.463134,44.355924,EPSG:6668,,,,,,
012220,141.875342,43.245622,EPSG:6668,,,,,,
012238,145.582903,43.330036,EPSG:6668,,,,,,
012246,141.651139,42.821124,EPSG:6668,,,,,,
012254,141.910371,43.557753,EPSG:6668,,,,,,
012262,141.902504,43.494254,EPSG:6668,,,,,,
012271,142.035353,43.521682,EPSG:6668,,,,,,
012289,142.053528,43.723184,EPSG:6668,,,,,,
012297,142.383104,43.342024,EPSG:6668,,,,,,
012301,141.106556,42.412735,EPSG:6668,,,,,,
012319,141.577799,42.882592,EPSG:6668,,,,,,
012335,140.864702,42.471898,EPSG:6668,,,,,,
012343,141.563625,42.985663,EPSG:6668,,,,,,
012351,141.315514,43.171365,EPSG:6668,,,,,,
012360,140.653067,41.824174,EPSG:6668,,,,,,
013030,141.5170027,43.22363701,EPSG:6668,,,,,,
013048,141.649247,43.225368,EPSG:6668,,,,,,
013315,140.110403,41.429981,EPSG:6668,,,,,,
013323,140.251315,41.483783,EPSG:6668,,,,,,
013331,140.418861,41.598377,EPSG:6668,,,,,,
013340,140.437635,41.678332,EPSG:6668,,,,,,
013374,140.694405,41.895711,EPSG:6668,,,,,,
013439,140.831691,42.026623,EPSG:6668,,,,,,
013455,140.576446,42.104992,EPSG:6668,,,,,,
013463,140.265224,42.255918,EPSG:6668,,,,,,
013471,140.380344,42.513488,EPSG:6668,,,,,,
013617,140.12756,41.869244,EPSG:6668,,,,,,
013625,140.121398,41.801042,EPSG:6668,,,,,,
013633,140.225475,41.920895,EPSG:6668,,,,,,
013641,140.13546,41.968504,EPSG:6668,,,,,,
013676,139.514121,42.17226,EPSG:6668,,,,,,
013706,140.008766,42.429373,EPSG:6668,,,,,,
013714,139.882999,42.417145,EPSG:6668,,,,,,
013919,140.061454,42.700471,EPSG:6668,,,,,,
013927,140.228891,42.790984,EPSG:6668,,,,,,
013935,140.307739,42.667788,EPSG:6668,,,,,,
013943,140.528346,42.809205,EPSG:6668,,,,,,
013951,140.68801,42.805036,EPSG:6668,,,,,,
013960,140.803669,42.762955,EPSG:6668,,,,,,
013978,140.875574,42.737263,EPSG:6668,,,,,,
013986,140.934532,42.795439,EPSG:6668,,,,,,
013994,140.883999,42.858216,EPSG:6668,,,,,,
014001,140.758878,42.901752,EPSG:6668,,,,,,
014010,140.611175,42.980407,EPSG:6668,,,,,,
014028,140.514729,42.979778,EPSG:6668,,,,,,
014036,140.498857,43.063212,EPSG:6668,,,,,,
014044,140.430776,43.143348,EPSG:6668,,,,,,
014052,140.598001,43.29871,EPSG:6668,,,,,,
014061,140.638711,43.264027,EPSG:6668,,,,,,
014079,140.766168,43.151675,EPSG:6668,,,,,,
014087,140.783542,43.195343,EPSG:6668,,,,,,
014095,140.81364,43.083479,EPSG:6668,,,,,,
014231,141.65033,43.063739,EPSG:6668,,,,,,
014249,141.882816,43.425353,EPSG:6668,,,,,,
014257,141.984064,43.482538,EPSG:6668,,,,,,
014273,141.790309,42.999598,EPSG:6668,,,,,,
014281,141.695367,43.01034,EPSG:6668,,,,,,
014290,141.784099,43.05629,EPSG:6668,,,,,,
014303,141.669604,43.338397,EPSG:6668,,,,,,
014311,141.818727,43.430363,EPSG:6668,,,,,,
014320,141.877009,43.5485,EPSG:6668,,,,,,
014338,141.961606,43.700093,EPSG:6668,,,,,,
014346,141.957896,43.767,EPSG:6668,,,,,,
014362,141.889036,43.643943,EPSG:6668,,,,,,
014371,141.879409,43.731426,EPSG:6668,,,,,,
014389,141.933817,43.80674,EPSG:6668,,,,,,
014524,142.354382,43.843321,EPSG:6668,,,,,,
014532,142.451571,43.696303,EPSG:6668,,,,,,
014541,142.508388,43.828201,EPSG:6668,,,,,,
014559,142.477699,43.875021,EPSG:6668,,,,,,
014567,142.577822,43.906679,EPSG:6668,,,,,,
014575,142.770459,43.847128,EPSG:6668,,,,,,
014583,142.510128,43.698877,EPSG:6668,,,,,,
014591,142.467055,43.588279,EPSG:6668,,,,,,
014605,142.467112,43.455614,EPSG:6668,,,,,,
014613,142.425034,43.405576,EPSG:6668,,,,,,
014621,142.568522,43.164088,EPSG:6668,,,,,,
014630,142.398526,42.979836,EPSG:6668,,,,,,
014648,142.413383,44.023119,EPSG:6668,,,,,,
014656,142.361007,44.095746,EPSG:6668,,,,,,
014681,142.635219,44.302576,EPSG:6668,,,,,,
014699,142.342963,44.480994,EPSG:6668,,,,,,
014702,142.262458,44.725096,EPSG:6668,,,,,,
014711,142.071409,44.811488,EPSG:6668,,,,,,
014729,142.153828,44.009812,EPSG:6668,,,,,,
014818,141.524978,43.856063,EPSG:6668,,,,,,
014826,141.662828,44.015141,EPSG:6668,,,,,,
014834,141.652932,44.306086,EPSG:6668,,,,,,
014842,141.697249,44.36061,EPSG:6668,,,,,,
014851,141.766342,44.532149,EPSG:6668,,,,,,
014869,141.792322,44.722462,EPSG:6668,,,,,,
014877,141.745324,44.888121,EPSG:6668,,,,,,
015113,142.108945,45.33061,EPSG:6668,,,,,,
015121,142.35964,45.123716,EPSG:6668,,,,,,
015130,142.286705,44.96971,EPSG:6668,,,,,,
015148,142.581405,44.9387,EPSG:6668,,,,,,
015164,141.777508,45.102847,EPSG:6668,,,,,,
015172,141.047717,45.303062,EPSG:6668,,,,,,
015181,141.139597,45.187041,EPSG:6668,,,,,,
015199,141.214719,45.247459,EPSG:6668,,,,,,
015202,141.849386,45.017635,EPSG:6668,,,,,,
015431,144.107151,43.823721,EPSG:6668,,,,,,
015440,144.024803,43.706316,EPSG:6668,,,,,,
015458,144.670713,43.911441,EPSG:6668,,,,,,
015466,144.594582,43.835224,EPSG:6668,,,,,,
015474,144.462554,43.857067,EPSG:6668,,,,,,
015491,143.741665,43.725328,EPSG:6668,,,,,,
015504,143.586402,43.676328,EPSG:6668,,,,,,
015521,143.774714,44.017859,EPSG:6668,,,,,,
015555,143.527726,44.061947,EPSG:6668,,,,,,
015598,143.572919,44.151465,EPSG:6668,,,,,,
