lg_code,rep_lon,rep_lat,rep_srid,rep_scale,plygn_fname,plygn_kcode,plygn_fmt,plygn_srid,plygn_scale
292010,135.804995,34.685117,EPSG:6668,,,,,,
292028,135.737388,34.515724,EPSG:6668,,,,,,
292036,135.782747,34.649368,EPSG:6668,,,,,,
292044,135.837367,34.596617,EPSG:6668,,,,,,
292052,135.792756,34.509453,EPSG:6668,,,,,,
292061,135.843232,34.5187,EPSG:6668,,,,,,
292079,135.695588,34.356271,EPSG:6668,,,,,,
292087,135.740177,34.46334,EPSG:6668,,,,,,
292095,135.700553,34.691979,EPSG:6668,,,,,,
292109,135.699162,34.541295,EPSG:6668,,,,,,
292117,135.726563,34.489158,EPSG:6668,,,,,,
292125,135.952303,34.528073,EPSG:6668,,,,,,
293229,136.043797,34.681261,EPSG:6668,,,,,,
293423,135.700711,34.629155,EPSG:6668,,,,,,
293431,135.695425,34.599977,EPSG:6668,,,,,,
293440,135.730593,34.608852,EPSG:6668,,,,,,
293458,135.756781,34.606488,EPSG:6668,,,,,,
293610,135.773871,34.584383,EPSG:6668,,,,,,
293628,135.773177,34.573678,EPSG:6668,,,,,,
293636,135.79494,34.556667,EPSG:6668,,,,,,
293857,136.124475,34.510664,EPSG:6668,,,,,,
293865,136.16591,34.488391,EPSG:6668,,,,,,
294012,135.793168,34.449468,EPSG:6668,,,,,,
294021,135.8125,34.470547,EPSG:6668,,,,,,
294241,135.716674,34.562723,EPSG:6668,,,,,,
294250,135.706705,34.594696,EPSG:6668,,,,,,
294268,135.750842,34.54274,EPSG:6668,,,,,,
294276,135.736699,34.578369,EPSG:6668,,,,,,
294411,135.857612,34.396046,EPSG:6668,,,,,,
294420,135.789798,34.390529,EPSG:6668,,,,,,
294438,135.791872,34.360951,EPSG:6668,,,,,,
294446,135.85225,34.309276,EPSG:6668,,,,,,
294462,135.855135,34.241929,EPSG:6668,,,,,,
294471,135.63303,34.166293,EPSG:6668,,,,,,
294497,135.792611,33.988504,EPSG:6668,,,,,,
294501,135.955178,34.00508,EPSG:6668,,,,,,
294519,136.000149,34.134321,EPSG:6668,,,,,,
294527,135.954303,34.338121,EPSG:6668,,,,,,
294535,135.968307,34.403541,EPSG:6668,,,,,,
