lg_code,rep_lon,rep_lat,rep_srid,rep_scale,plygn_fname,plygn_kcode,plygn_fmt,plygn_srid,plygn_scale
412015,130.300835,33.263543,EPSG:6668,,,,,,
412023,129.96797,33.450103,EPSG:6668,,,,,,
412031,130.506244,33.377758,EPSG:6668,,,,,,
412040,130.110061,33.288513,EPSG:6668,,,,,,
412058,129.880702,33.264741,EPSG:6668,,,,,,
412066,130.021171,33.194733,EPSG:6668,,,,,,
412074,130.098603,33.103804,EPSG:6668,,,,,,
412082,130.21728,33.273776,EPSG:6668,,,,,,
412091,130.06012,33.128092,EPSG:6668,,,,,,
412104,130.371811,33.311531,EPSG:6668,,,,,,
413275,130.398753,33.321148,EPSG:6668,,,,,,
413411,130.523052,33.426944,EPSG:6668,,,,,,
413453,130.426137,33.319626,EPSG:6668,,,,,,
413461,130.45459,33.324943,EPSG:6668,,,,,,
413879,129.874689,33.472164,EPSG:6668,,,,,,
414018,129.849014,33.210574,EPSG:6668,,,,,,
414239,130.116032,33.213871,EPSG:6668,,,,,,
414247,130.15731,33.220464,EPSG:6668,,,,,,
414255,130.143493,33.181082,EPSG:6668,,,,,,
414417,130.179126,33.019436,EPSG:6668,,,,,,
